docid;comment;label
100475;මේ පුද්ගලයා වෙදකමට කොහෙත්ම සුදුසු නැහැ. ිනයම වෛද්‍යවරයා බෝසත් ගුණවලින් පිරිපුන් කෙනෙක් විය යුතු නිදා;NEGATIVE
100475;අනේ මන්දා මෙහෙමත් අජාසත්තලා.;NEGATIVE
100475;මේ වගේ දේවල් කරන අයගේ රෙදි ගලවලා උසාවි යවන්න ඕනේ.;NEGATIVE
100475;මේවට උපරිම දඩුවම් දෙන්න.;NEGATIVE
100475;දැන් ලංකාව බෞද්ද රටක් කියල හැම කෙනෙන්ක්ටම ඕනෑම දෙයක් කරලා අවරුදු 5 විතර හිරේ දාල නිදහස් කරනවා . මමනම් කියන්නේ මේවගේ වැරදිවලට මේ තුන්දෙනාවත් බස්සන ඕනෙ ඇසිඩ් බැරල් එකකකට පණපිටින්. බොරුවට මුන්ව හිරේ දාල අපේ අදායම් බදු වලින් මුන්ට කන්න දෙන්න හොද නැහැ.;NEGATIVE
100475;මේ අයට උපරිමයෙන් දඬුවම් දෙන්න.;NEGATIVE
100475;ඇසිඩ් වලින්ම මරණයට පත්කළ යුතුයි.;NEGATIVE
100475;මෙයාලට උපරිම දඩුවම් දෙන්න.;NEGATIVE
100475;බුරුලක් දෙන්න එපා;NEGATIVE
100475;අනික් අයටත් දැන ගන්න උපරිම දඬුවම් දෙන්න ...;NEGATIVE
100475;මෙන්න ලංකාව උතුම් යැයි මොරදෙන්නන්ට හොද කණේ පහරක්.;NEGATIVE
100475;බය නැතිව කරනවානේ මේවා;NEGATIVE
100475;බුරුලක් දෙන්නම එපා;NEGATIVE
100475;සුදු වෑන් එකක් එන්න ඕන 3 දෙනාවම අරන් යන්න...;NEGATIVE
100475;දැඩි දඩුවම් දෙන්න;NEGATIVE
100475;අපේ රටේ කරුමෙට ඉතින් අපිට නැති වෙන්නේ , ශ්‍රේෂ්ට උතුම් මෙලොව සැබෑ දෙවිවරු වන මනෝ වෛද්‍ය හරිස්චන්ද්‍ර වෛද්‍යතුමා වැනි අය තමයි. ඒකටත් එක්ක මේ වගේ අය තාමත් මේ රටේ ඉන්නවනේ? මේ වගේ අය අර වෛද්‍යතුමා වගේ අයටත් කැළලක්.;NEGATIVE
101559;හිඟන්නන්ට මුදල් දීලා අපි හාඟන්නු වෙන එක විතරයි වෙන්නේ;NEGATIVE
101559;අපි කෙනෙකුට යමක් දෙන්නේ යහපත් චේතනාවෙන්. ඉන් යහපත් යමක් කිරීම ලබන්නාගේ වගකීමයි.;POSITIVE
101559;නියමයි , ලෝබ මුදලාලිට හිඟන්නගෙන් පාඩමක්. තමන් හිඟමනේ ගියාට ලෝබ නෑ කියලා නොකියා ගියා;POSITIVE
101559;හිඟාකෑමත් හොඳ රස්සාවක් වෙලා;POSITIVE
101559;හිඟන්නු කියන්නේ සල්ලිකාරයෝ , අපේ මෝඩ මිනිස්සු සල්ලි දෙන එක තමයි වැරදි;NEGATIVE
101559;හිගාකන එක එයාගෙ රස්සාව. සෙන්ට් නෙමෙයි ඕනෑ දෙයක් ගාන්න එයාලටත් අයිතිය තිබෙනවා.;POSITIVE
101559;සල්ලි තිබුණත් එයාලා හිගන්නොනේ.;NEGATIVE
101559;අපේ රටේ තියෙන තත්ත්වය අනුව මෙවැනි දේවල් වහාම පොලිසියට දන්වන්න ඕනෑ කියලයි මට හිතෙන්නේ.;NEGATIVE
101559;මුදලාලි දන්න තරම, මේ තමයි පිරිසිදු හිගන්නෝ.;POSITIVE
101559;ලෝකයේ හැමතැනම ඉන්න හිගන්නෝ ගොඩක් සල්ලිකාරයෝ.;POSITIVE
101559;යාචකයෝ 99 % ක්ම බොරුව තමයි දන්නේ;NEGATIVE
101559;ඉතින් එකේ වැරැද්ද මොකක්ද? සල්ලි හිගාකන්නේ ඒවා වියදම් කරන්නනේ. හිගන්නෝ අපිට වඩා හම්බකරනවා කියන්නේ හූල්ලන්න තරම් දෙයක්ද? එයාලට සල්ලි දෙන්න තරම් හිත හොද මිනිස්සු තාම ඉන්නවා කියලා සතුටු වෙන්න.;POSITIVE
101559;ඔන්න රටකට ගිය කල;NEGATIVE
101559;සල්ලි දුන්න අපි නේද පරාද;NEGATIVE
101559;සරත්ගේ අදහසට මමත් එකගයි.;POSITIVE
101559;හිගන්නොත් දියුණුවෙලා;POSITIVE
101944;ලංකාදීපයට ස්තුති මෙවන් ලිපි පල කරනවාට;POSITIVE
101944;අපේ රාවනා රජුට පින් සිද්ද වෙන්න තමයි;POSITIVE
101944;ගරු වෛද්‍යතුමනි, ඔබගේ සේවය ලොවට අවශ්‍ය වටිනා සේවයකි. සකල ලෝ ජනයාගේ හිත සුව පිණිස මෙවන් ඉසිවරු රැක ගැනීම කාගේත් යුතුකමයි . ඉතා ඉක්මනින් ඔබතුමන්ලාගේ අගය ලෝකය වටහා ගනීවි . එතෙක් මේ දැනුම ආරක්ෂා කර ගන්න. ඔබට පින්.;POSITIVE
101944;ඉතාමත් වටිනා ලිපියක්;POSITIVE
101944;මෙය ඉතා වැදගත් ලිපියක්. ලංකාදීපයට ස්තූතියි;POSITIVE
101944;දීර්ඝායු වේවා !;POSITIVE
101944;හොඳ ප්‍රවෘත්තියක් මම උදව් කරනවා ඔහුට;POSITIVE
101944;රටක් වටින වෙද මහතෙක්. දීර්ඝායු වේවා!;POSITIVE
101944;මෙවන් වෙද දෙවිවරුන්ට රාජ්‍ය අනුග්‍රහයවත් දීලා රැකගන්න උත්සාහ කරන්න ඕනෑ. ඔබතුමාට දීර්ඝායුෂ..!!!!;POSITIVE
101944;මත්තල ගැන මෙහෙම දැනුවත් කරනවට ලංකාදීපයට ස්තූතියි.;POSITIVE
101944;ඔහු ගැන මට ආඩම්බරයි;POSITIVE
101944;මේ වගේ දෙයක් ප්‍රසිද්ද කිරීම හොදයි. දුරකතන අංකය සහ ලිපිනය දැම්මොත් නේද තවත් හොද/;POSITIVE
101944;අපේ මේ වගේ මිල කළ නොහැකි වටිනා සම්පත් වලට රජයෙන් උදවුවක් නොමැති නම් අපේ එකමුතුකමෙන්වත් රැක ගනිමු.;POSITIVE
101944;ගොඩක් හොඳයි.;POSITIVE
102756;නොසැළිකිලිමත්කමේ උපරිමයටම ගිය දෙමවුපියෝ.;NEGATIVE
102756;ඒ ළමයට ඔවැනි දෙමවුපියන් ලැබෙන්න ඇත්තේ ළමයගේ පවකට වෙන්න ඇති.;NEGATIVE
102756;වාහන ඇතුළෙත් ළමා දූෂණ වෙන මේ කාලයේ රියැදුරාගේ ක්‍රියාව අගය කළ යුතුයි.;POSITIVE
102756;මොන නාඩගමක් නැටුවත් තමන්ගේ දරුවො අමතක වෙනවද?;NEGATIVE
102756;මේ ඇත්තටම දෙමවුපියොද?;NEGATIVE
102756;ඒ අම්මයි තාත්තයි කොයිතරම් නම් උතුම්ද?;POSITIVE
102756;නින්දට යනකොටත් තමන්ගේ දරුවා නැති අඩුව නොදැනුනානම්.................. මට අදහාගන්නත් බෑ;NEGATIVE
102756;පුදුම දෙමව්පියෝ....!;NEGATIVE
102756;මෙහෙම දෙමව්පියනුත් ඉන්නවද ?;NEGATIVE
102756;දැන් ඉන්න දෙමාපියන්ට තමන්ගේ දරුවන් අමතක වෙන හැඩයි;NEGATIVE
102756;දෙමව්පියන්ට තරු පෙන්නේ අර මනුස්සය වාහනේ පිරිසිදු කරන්න නොගියානම්.හුස්ම ගන්න බැරිව මොනවා හරි වෙලා උදේ වෙනකොට එහෙනම්...;NEGATIVE
102756;ඔයා එහෙම විතරක් හිතන්න එපා නිස්සංක . ඒ වෑන් රියදුරා සිටියේ එම දරුවාගේ වාසනාවට කියන එක ඔයාට හිතුනේ නැද්ද . මම හිතන්නේ ඔහු හොද රියදුරෙක් පමණක් නොව සැබෑම පියෙක් කියලයි;POSITIVE
102756;රියදුරු මහත්මයගේ ක්‍රියාව ඉතාම උතුම් . තමන් වැරදි නැත්නම් පොලීසියට බය වෙන්න දෙයක් නෑනේ;POSITIVE
102756;මෙහෙමත් දෙමවුපියෝ;NEGATIVE
102756;ඔන්න දෙමවුපියෝ;NEGATIVE
102756;අයියෝ මෙවන් දෙමව්පියන්;NEGATIVE
102756;මේවට නම් ඉතින් කියන්න වෙන්නේ දෙයියෝ සාක්කි කියලා තමයි.;NEGATIVE
102756;මෙන්න මිනිස්සු;POSITIVE
103990;හොද වැඩක්;POSITIVE
103990;අපේ නමස්කාරය ඔබට!;POSITIVE
103990;මහත්තයා නරුනත් නාමය අමරණීයයි;POSITIVE
103990;සරදියෙල් මංකොල්ල කෑවේ සුද්දන්ගේ සල්ලි. සරදියෙල්වත් සමරනවානම් හොදයි;POSITIVE
103990;මිය ගිය පොලිස් නිලධාරියා සදා අමරනීයයි;POSITIVE
103990;රාලහාමි ඔබට නිවන් සුව;POSITIVE
103990;පොලිස් සේවයට ඔබ ආදර්ශයක්;POSITIVE
103990;සදා අනුස්මරණීයයි.;POSITIVE
103990;සරදියෙල් කියන්නේ සුද්දට විරුද්දව සටන් කරපු කෙනෙක්. සුද්දා වෙනුවෙන් ක්‍රියාත්මක වුණ පොලිසිය අපට අපේ රටේ පොලිසිය කියලා පිළිගන්න බැහැ. අපි අලුත් පොලිස් දිනයක් සැමරිය යුතුයි.;NEGATIVE
103990;ඉතාමත් වැදගත් වැඩක්;POSITIVE
103990;සියළුම පොලිස් නිළ දරුවන්ට අපගේ ප්‍රණාමය!;POSITIVE
103990;ඇති මිනිහාගෙන් අරන් නැති මිනිහාට දුන්නු මිනිහෙක් සරදියෙල් කියන්නේ,;POSITIVE
103990;සරදියෙල් කියන්නේ සිංහලයෙක්.;POSITIVE
103990;ඔබ පොලිස් දෙපාර්ත මේන්තුවට ආදර්ශයක්;POSITIVE
103990;ලාංකිකයකු ලෙස මම් මලේ මරික්කාර් හා දීකිරි කෑවගේ සරදියෙල් මගේ ජාතික විරුවන්ය.;POSITIVE
103990;ලංකාවේ කාන්තා පොලිස් කොස්තාපල් වරියන් දැක්කම හිනා යනවා. කෙලින් හිට ගන්න පන නැහැ වගේ.;NEGATIVE
103990;මෙහි මරුමුවට පත් පොලිස් නිලධාරියා මුස්ලිම් ජාතිකයෙක්. මුස්ලිම්වරයකු වශයෙන් ඔහු කළ සේවය ශ්‍රී ලාංකිකයන් වශයෙන් මහත් ආඩම්බරයකි.;POSITIVE
103990;සමරන්න ඕනා එක නෙවෙයි සමරන්නේ.;NEGATIVE
103990;ඒ කාලෙත් ඉ්සසරහට ගිහින් තියෙන්නේ හලාල් කරපු කෙනෙක්.;NEGATIVE
103990;සමරන්න ඕනා සරදියෙල්, තව තව මේ රටට අවශ්‍ය වන්නෙත් සරදියෙල්ල, ශූර සරදියෙල්ට මා‍ගේ උපහාරය;POSITIVE
103990;බලන්නකෝ අපේ පොලිස් කාන්තාවන්. අනේ ඉතින් මේ අපේ පොලිසියනේ...;NEGATIVE
103990;නිවන් සුව ඔබට;POSITIVE
103990;සුද්දෝ වෙනුවෙන් මැරෙන්න ගිය කෙනෙක්ව ඇයි සමරන්නේ. මේක කව්රුහරි ගොඨාභය මහත්තයට පෙන්නුව නම් එයා වෙනසක් කරයි.;NEGATIVE
103990;30 අවුරැද්දක් පුරා රට වෙනුවෙන් දිවි පිදූ පොලිස් නිලධාරීන් අද අමතකද?;NEGATIVE
105789;ජනපතිතුමාගේ තවත් හොද වැඩක්.;POSITIVE
105789;ගොවියට මේ ගමන අවුරුදු නැතිවුණත් ණය බරින් මදක් හෝ නිදහස් වීමට මේ කළ උපකාරය බොහෝ වටිනවා.;POSITIVE
105789;කීයකට හරි විකුණන එකනම් වටිනවා;POSITIVE
105789;මේක තාවකාලික පැලැස්තරයක් නේද?;NEGATIVE
105789;අපේ ගොවියො තවමත් මට්ටු වෙලා නැහැ.;NEGATIVE
105789;ඒ අසරණ ජනතාව තවත් අසරණ නොකර මේ කල වැඩේ හොදයි;POSITIVE
105789;හැමදේකටම අද ජනාධිපතිතුමාට මැදිහත්වෙලා ප්‍රශ්න විසදන්න වෙලා. රජයේ මුදල් කෝටි ගානක් වියදමි කරලා අමාත්‍යංශ පවත්වාගෙන යාම විහිළුවක්.;NEGATIVE
105789;මේ වැඩපිලිවෙල දිගටම කරගෙන යනවා නමි හොදයි.;POSITIVE
105789;ෙම් වැඩේ සතියක් කරයි. පස්සේ නවත්තයි. අන්තිමට ඉතින් අහිංසක මිනිස්සුන්ට වේනනේ අතරමැදියෝ නිසා වැඩිගානට විකුනන්නයි.;NEGATIVE
105789;මෙහෙම අරගෙන මොකද කරන්නේ? කොළඹට අඩුවට දෙනවද? නැත්නම් කුනුවෙන්න අරිනවද?;NEGATIVE
105789;ඉතා වැදගත්;POSITIVE
105789;රජය ලකුනු දාගන්න වැඩ නොකර ඉදිරියේදීවත් මෙවැනි දේවල් නොවීමට සුදුසු වැඩ පිලිවෙලක් සකස් කරන්න. අද රටේ මිනිසුන් කොතරමි අසීරුතාවයකින්ද ජීවත් වෙන්නේ.;NEGATIVE
105789;මේ මිනිස්සු මේ දේවල් වගා කරන්න කොයිතරම් ලොකු දුකක් විදින්න ඇත්ද? අවසානයේ අස්වැන්න දිහා බලාගෙන හූල්ලන්න වෙලා. කරපු වියදම කොයිතරම් අපරාදෙයක්ද. මේ රටට මේ දේවල වටිනාකමක් නැද්ද? ජනාධිපතිම මේ දේවල් වලට මැදිහත් වෙන්න අවශ්‍ය නම් ඇමතිලා මොකටද? අපේ රට මුල ඉදන්ම ප්‍රතිසංස්කරණය විය යුතුයි.;NEGATIVE
105789;අපි වවමු. අපි වැනසෙමු.;NEGATIVE
105789;දැන් ඉතින් බුදු බව පතලා ප්‍රතිචාර දායි;NEGATIVE
105789;අනේ හොදයි;POSITIVE
105789;කිලෝ ලක්ෂයක් විසිකෙරුවට පස්සේ විසදුම් හොයන්න ඇමති කෙනෙකුයි අමාත්‍යංශයකුයි අවශ්‍ය නැහැ.;NEGATIVE
105812;මෙවන් දේ කියවන්න දකින්න ලැබීම මහ පිනක්.;POSITIVE
105812;මහා සත්කාරයකට දායකවෙන ඔබ සැමට ජය ශ්‍රී මහා බෝ සමිඳු පිහිටයි...!!!!!;POSITIVE
105812;තම ජීවිත නොතකුවේය සිදුවිය හැකි අනතුරේ.. දිනපතාම වැඩ කෙරුවේ පා තබමින් පොලු අතරේ.. සතුටු සිතින් අප වෙනුවෙන් දහඩිය සෙලු සැම මිතුරේ.. ඔබේ ශ්‍රමය බැබලෙව්වා රන් වැලි සෑ අනුරපුරේ.;POSITIVE
105812;අපිටත් දායකවෙන්න පුලුවන් නම් ... සාදු සාදු සාදු !;POSITIVE
105812;විශ්වයේ තිබෙන බුද්ධ රෂ්මි බලයෙන්ද සම්‍යක් දෘෂ්ඨික දෙවිදේවතාවුන්ගේ බලයෙන්ද ඔබ සැම ආරක්ෂා වී ඇත.;POSITIVE
105812;සාධු...සාධු...සාධු...;POSITIVE
105812;මේ උතුම් පින්කමට සහභාගීවෙන්න ලැබීමත් ලොකු පින්කමක්.;POSITIVE
105812;ඔබ සැමට ජය ශ්‍රී මහ බෝ සමිදු පිහිටයි;POSITIVE
105812;ඔබ සැම සියලු දෙනාටම ඇති උතුම් ජය ශ්‍රී මහා බෝ සමිදු රැකවරණය ලැබේව තවට් මෙවන් උතුම් පින්කම් සිදු කීරීමට දධර්ය ශක්තිය ලැබේවා.;POSITIVE
105812;මේඔබ සැමට ජය ශ්‍රී මහ බෝ සමිදු පිහිටයි...උතුම් පින්කමට සහභාගීවෙන්න ලැබීමත් ලොකු පින්කමක්.;POSITIVE
105812;වැදගත් ලිපියක්.;POSITIVE
105812;උතුම් පුණ්‍යකර්මයට සහභාගි වූ සියලු දෙනාට සම්මා සම්බුදු සරණයි!;POSITIVE
105812;2011-මේ උතුම් පින්කමට සහභාගීවෙන්න ලැබීම ලොකු පින්කමක්.;POSITIVE
105812;හොඳ වැඩක් කරන්නේ‍. ඔබලා සියලු දෙනාටම බුදු සරණයි.;POSITIVE
105812;ඉතා හොඳයි. ඔබට දෙවියන්ගේ ආශිර්වාදය !;POSITIVE
105812;සාදු සාදු අනුමෝදම් .... මෙවනිපින්කම් බොහෝ වැදගත්.;POSITIVE
105812;සාදු සාදු අනුමෝදම්. මෙවැනි පින්කම් බොහෝ වැදගත්.;POSITIVE
105812;ලස්සනයි..;POSITIVE
105812;ඔබ සැමට ජය ශ්‍රී මහ බෝ සමිදු පිහිටයි...;POSITIVE
105812;මේ ඉන්නෙත් ජාතික වීරයෝ පිරිසක් .;POSITIVE
105812;විශ්වයේ තිබෙන බුද්ධ රෂ්මි බලයෙන්ද සම්‍යක් දෘෂ්ඨික දෙවි දේවතාවුන්ගේ බලයෙන්ද ඔබ සැම ආරක්ෂා වී ඇත. සැමට ජය ශ්‍රී මහ බෝ සමිදු පිහිටයි!;POSITIVE
105812;සියළු දෙවියෝ රකිත්වා මෙවන් වීරවරයන් !;POSITIVE
105812;සාධු...සාධු...සාධු.!;POSITIVE
105812;ඔබ සියලු දෙනාටම බෝසමිදු පිහිටයි! මටත් සහභාගි වන්න ඇත්නම්...;POSITIVE
105812;මෙම ලිපිය ලියු මාධ්‍ය වේදීයාට කෘතඥ වෙමි. සුවහසක් මිනිසුන්ට බුද්ධාලම්භන ප්‍රිතිය ගෙන දීමට ස්වර්ණමාලි චෛත්‍ය රාජයාගේ හුණු පිළියම් කරන ශිල්පීන් සැමට තෙරුවන් සරණයි.;POSITIVE
105812;මේක ලොකු පිනක්..;POSITIVE
105812;සාදු ! සාදු !;POSITIVE
107019;කමක් නැහැ. කමක් නැහැ. දැන් ගිණි ගණන් අඩුයිනේ ලංකාවෙ...;POSITIVE
107019;වාහන නම් නැතුවට කමක් නැහැ. බියගම ඉඳල කඩුවෙලට දුර කිලෝමීටර් දෙකක් වත් නැහැ. වාහනයකින් යන්න විනාඩි 45 ක්වත් යනවා. උදේට හරි හවසට හරි බත්තරමුල්ලට යන්න පැය දෙකක් යනවා. එතරම් වාහන පිරිලා.පාර දෙපැත්තේ ගෙවල් කඩ කඩා පළල් කරනවා වුණත් තවත් ඉඩ මදි.;NEGATIVE
107019;අවරුදු ගානක් පිටරට හිටියත් අපිටනම් වාහනයක් ගන්න බැහැ. හැමදාම ගණන් යනවා...;NEGATIVE
107019;මට පිස්සු වගෙයි වාහන වල ගණන් දැකලා.;NEGATIVE
107019;පුංචි වාහනයක් තියා කරත්තයක්වත් හදාගන්න පුළුවන් වෙයිද දන්නේ නැහැ. මොකද පුංචි අපටම තමයි බදු සියල්ල. වි;NEGATIVE
107019;මරුටි නං ලංකාවට ගේනන්ත් එපා.;NEGATIVE
107019;වාහන පර්මිට් එක දුන්නත් එකත් විකුනන් කනවා අපේ උදවිය.;NEGATIVE
107019;සිල්වා,නන්දලාල්,අජිත්,ගීත්, ඔයාලා ඔය හිතන ක්‍රමය හරි.;POSITIVE
107019;ඒ කියන්නේ රට දියුණු වෙලා;POSITIVE
107019;කවුරුත් ආසයි කාර් එකක් ගන්න;POSITIVE
107019;මේක තමයි අද අපේ රටේ තත්ත්වය. අපි කතා කරන්නෙත් බයේ. ඒ තරමට අපි දුප්පත්.;NEGATIVE
107019;පුංචි අපි පුංචි මොලේ පාවිච්චි කරලා ලොකු එවුන්ට චන්දෙ දෙනවා ඊට පස්සේ පත්වෙන ලොකු අය පුංචි අපිටම තලනවා.;NEGATIVE
107019;අපි කතා කරන්නත් බයයි. ඒ තරමට අපි දුප්පත්.;NEGATIVE
107019;අපි හරිම දුප්පත්. අපටත් වාහනයක් ඇත්නම්?;NEGATIVE
107019;මෙහෙම තමයි ලංකාව දියුණු වෙනකොට.;POSITIVE
107019;පොඩි වාහනයක් දැක්කොත් වරදක් ඇතත් නැතත් පොලිසියෙන් නවත්වනවා. සුඛෝපභෝගී ලොකු වාහනයකින් ගියා නම් ණය වෙලා හරි නිදහසේ එලවාගෙන පිම්මේ යන්න පුළුවන්;NEGATIVE
107019;විදේශ රටවල සේවය කරන ලංකාවට විදේශ විනිමය එවන පුද්ගලයන්ට එක වාහනයක් ගන්න බදු සහනයක් ලබා දෙන්න පුළුවන් නම් ගොඩක් හොදයි.;POSITIVE
107342;ගාමිනි, කියන්ඩ දෙයක් නැත්තන් කට වහගෙන ඉන්න ඔහේ කියවන්නේ නැතුව.;NEGATIVE
107342;මොනවා කරන්ඩද චින්දන කණ්ඩ දුන්නට මොලේ දෙන්ඩ බැනේ. ඔහේ මොනවා හරි කුරුටු ගල පිනට කාලා කොහෙන් හරි ඇහිද ගත්තු වචනයක් දෙකක් කියව කියවා උඩු බුරලනවා.;NEGATIVE
107342;ගාමිණී බලන්න ඔලුව පොඩ්ඩක් අතගාල. මේ නිකන් උල් දෙකක් පෑදීගෙන එනවද කියලා.;NEGATIVE
107342;මහජනයාගේ ආරක්ෂාව පතා පළාතකවත් පොලිස් නිලධාරියෙක් හෝ ගිනි නිවන භටයෙක් පෙනෙන්නවත් නැහැ. ඒකට බටහිර රටවල් වල.;NEGATIVE
107342;ගාමිණී ඔයා නම් පුදුම කෙනෙක්. මොලේ කොහෙද තියෙන්නේ.;NEGATIVE
107342;ගාමිණි ගම කනවා .;NEGATIVE
107342;අහවල්ලුන්ගේ කොන්ත්‍රාත් කාරයෙක්ද කොහෙද වැඩේට අත ගහලා තියෙන්නේ?ආශ්චර්යය ආශ්චර්යය...;NEGATIVE
107342;ආසියාවේ ආශ්චර්යය තමයි ඉතින්.;NEGATIVE
107342;ලංකාව තුළට ආශ්චර්යය ළගා වේ.;NEGATIVE
107342;ඔය පහුගිය දවස්වල රට ඇතුලට ගෙන ආපු ප්‍රමිතියෙන් අඩු සිමෙන්ති යකඩ වල ප්‍රතිඵල තමයි. තව තව දේවල් ඉස්සරහට බලන්න පුළුවන් වෙයි.;NEGATIVE
107507;වැරදි කල උදවිය බෙහොම දෙනෙක් දිටිට දම්ම වේදනීය කර්මය අනුවම මෙලොව හැර ගියා.;NEGATIVE
107507;වැරදි කළ අයට මැරෙන මොහොතේදීවත් කළ පව් මතක් වේවි.;NEGATIVE
107507;මෙයාවත් අතුරුදහන් උනෝතින් කොටකෙතනෙ අයට සැනසීමේ ඉන්න පුලුවන් වෙයි. එහෙම වේවා!;POSITIVE
107507;ලෝකේ අපේ රට වගේ රටක් කොහෙවත් නැහැ, මිනීමරලා පාපකර්මයන් ටික හෝදගන්නත් පුළුවන්. අනේ අපේ ලක්මවට වෙච්ච කොඩිවිනය නම් කපන්න බැහැ කපේට.;NEGATIVE
107507;අනේ අපේ රටේ නීතිය!;NEGATIVE
107507;කොහොමහරි අන්තිමට වුණේ තනිපංගලමේ හිටපු අහිංසක ගැහැණු ටිකක් මැරුණු එක විතරයි;NEGATIVE
107507;අන්තිමටම කළකිරුනා මම මේ ප්‍රවෘත්තිය කියවලා.;NEGATIVE
107507;මට දුක මම ඡන්දෙ දුන්න එක ගැනයි.;NEGATIVE
107507;වැරදි කරන මිනිස්සුන්ටයි ආසියාවේ ආශ්චර්යටයි ජයවේවා!;NEGATIVE
107507;බොදු බල සේනාවට ඕවා කියලා වැඩක් නැහැ. ඒගොල්ලන්ට පවරලා තියෙන්නේ ජාතිවාදය අවුස්සන්න.;NEGATIVE
107507;මගේ අම්මා හා තාත්තා‍ (වයස 60 හා 68) ගම්පොල සිංහපිටිය ආරාමය පාර 2006 දී කව්දෝ මරලා දාලා තිබුනා. එතකොට මම රට. තනිවම දෙන්න ජීවත් වුණා.තාම කිසි කෙනෙක් සැකපිට ඇල්ලුවේ නැහැ.නඩු හබ, පවුල් ප්‍රශ්න තරහකාරයෝ නැහැ. මට කව්රුහරි උදව් කරන්නකෝ කරුණාකරලා. පොලිසිය අල්ලලා දෙන්නම් කියනවා. තාම නැහැ.;NEGATIVE
107507;ලක්ෂ්මන්, ඔබ හරියට හරි.;POSITIVE
108192;ඔව් ඉතින් ආගම දර්මයට පටහැනි ගණිකා මඩම් ,කැසිනෝ ,මතට තිත වඩාත් පුළුල්ව ක්‍රියා කරීම නිසා ආණ්ඩුවේ සහ දනකුවේරයන්ගේ ආර්ථික වර්දන වේගය ඉතාමත් ඉහල නිසා ඕක රටේ ජනගහනයෙන් බෙදලා ඔය වගේ මෝඩ කතා කියනවා.;NEGATIVE
108192;කැසිනො වලින් වෙන්නේ දුප්පත් මිනිහා හම්බකරන සොච්චමත් පිටරට මුදලාලිලාට බිල්ලට දෙන්නයි;NEGATIVE
