,Word,Coefficient
7405,පිනක්,0.719108340901796
1078,ආඩම්බරයි,0.715082467778892
8302,බුද්ධිමත්,0.7067665647196
7512,පිහිට,0.7050751507186737
11997,සැමට,0.7011848657320562
12897,හිනාව,0.6990672853923944
11096,විශිෂ්ටයි,0.6947258295913104
13033,හොදම,0.6921357671566112
1782,උණුසුම්,0.6844702031436667
9519,යමක්,0.6832353582796751
498,අපගේ,0.6804612921873293
11761,සරදියෙල්,0.67467908894098
7263,පැණි,0.674285899227427
12442,සොයාගන්න,0.6712756622393015
6393,නුවණක්කාර,0.6711635004250867
11958,සාර්ථක,0.6710137465131876
3564,කොයිතරම්,0.6671616423773148
9546,යහපත්,0.6663959085243037
7677,පුලුවන්,0.6662507107573069
11095,විශිෂ්ට,0.6639169255318669
4363,ජයග්‍රහණය,0.663177154085628
6317,නිවන්,0.6596079859039862
4740,තාම,0.6581620070306753
11650,සමන්,0.6542414022375337
13046,හොඳට,0.6532885467146693
7312,පැලෙන්න,0.6522237389024466
12892,හිනා,0.650829721887073
11359,ශක්තිය,0.6500267452595945
12798,හිගන්නෝ,0.6476662392612594
4693,තවත්,0.6476062187106986
306,අදහස,0.6455458919314653
4450,ජීවත්,0.6438848540017941
9522,යමු,0.6413061663864238
12339,සුවය,0.6337995966083976
7225,පාලම්,0.6313213852976127
4004,ගුණ,0.628394808573781
2344,ඔබවහන්සේට,0.6213985588782936
11866,ස්තුති,0.6135912132800311
1062,ආච්චි,0.6121825695233879
8322,බුදුසසුන,0.6112498811101663
11080,විශ්වකර්ම,0.6069933141326336
8883,මානසික,0.603688815836382
13049,හොඳද?,0.6015064254056194
10363,වටිනාකම,0.5964993113276508
10079,ලබා,0.5953582872901522
12878,හිතෙන්න,0.5869184489157223
1553,ඉදිරිපත්,0.5862744685758482
8052,බල්ලෝ,0.5823911256610623
11947,සාමයෙන්,0.5814283946033995
12839,හිතනවා,0.5811731817972412
12876,හිතෙන,0.5807341917641223
11867,ස්තුතිය,0.5801820156170837
5954,නමක්,0.5801126491360654
9210,මුහුණු,0.5796063498830272
4367,ජයතු,0.5759805525487609
2393,ඔවුන්ගේ,0.5748445450725614
12308,සුබපතමි,0.5735967051549271
9857,රැකගනිමු,0.572942444180029
10362,වටිනා,0.5681858206196769
10469,වරදක්,0.5642436285602338
7345,පිං,0.5612049974042873
11357,ශක්තිමත්,0.5610404873671214
7701,පුළුවන්,0.5608402075731921
12218,සිල්වා,0.5607296216393768
1996,එකගයි,0.558331451966036
12316,සුභපැතුම්,0.5534825548444061
11639,සමගියෙන්,0.5532395905885634
7487,පිරුණු,0.5522745206668014
3012,කාන්තාවක්,0.5511902900802441
2291,ඔක්කොම,0.5496573191434069
2332,ඔබයි,0.5495525091681005
10058,ලද,0.5476595217665058
3889,ගැනීමට,0.5466727732328515
4885,තීරණ,0.5463688610870895
9308,මෙහෙමවත්,0.5462503889262627
5007,දක්ෂයි,0.5460382607306374
12633,හහ්,0.5423739270251537
8833,මහින්ද,0.5420387383362332
11164,වීරයෝ,0.5418169183403622
11554,සතුටින්,0.5407740449634206
3607,කොහොම,0.5393379949890621
494,අප,0.5378564412313994
857,අවශ්‍ය,0.536746945925836
3011,කාන්තාව,0.536065793170282
4250,චිරාත්,0.5354415654741523
9214,මුළු,0.5333832633852743
1674,ඉල්ලීමේ,0.5253748909535284
4311,ජනතා,0.5251853428360331
2495,කට්ටියට,0.5248194400506605
8374,බේරාගත්,0.5247888575170798
10214,ලියා,0.5224162285160773
7090,ප්‍රශ්නයක්,0.5202110373765667
10373,වඩයක්නේ,0.5168865170870273
1120,ආදර්ශයක්,0.5166977255923824
5456,දීර්ඝායුෂ,0.515817582334431
2483,කටයුතුත්,0.5153115808052956
6949,පළකිරීම,0.5139031560118958
2864,කවදත්,0.5124155791110588
1492,ඉක්මන්,0.5113322793839863
5863,දොස්තරවරු,0.5110607304422625
2946,ක්‍රමය,0.5090451700989371
1735,ඊර්ෂ්‍යා,0.5088785366109864
3214,කියන්නේ,0.5084073057196332
10012,ලංකාවෙත්,0.5070547619909587
657,අම්මේ,0.5062997508555507
8018,බලමු,0.5062796460218407
11822,සහනයක්,0.5056748439376922
11277,වෙයි,0.5054409669631748
2844,කලාත්මකයි,0.5036372102051301
6717,පන්තියේ,0.5020809372088372
11926,සාධාරණ,0.501855285149816
12001,සැමදා,0.500267007600435
11710,සමාගම,0.4989542456478155
10071,ලබන්න,0.4988410506626171
12676,හැකි,0.4963993135466452
10190,ලිපි,0.4949917153594732
12294,සුන්දර,0.4936935435151709
1129,ආදරේටනේ,0.49239172692829397
2140,එයාටත්,0.49239172692829397
4231,චැට්,0.49239172692829397
588,අපේ,0.48977740989022706
649,අම්මා,0.4890841210835926
3683,ගත්ත,0.4885572219192613
12046,සෑම,0.4880158534057639
11427,ෂා,0.48728243019709194
642,අම්මයි,0.4864812190496481
10527,වලන්,0.4837675331143263
9781,රත්තරන්,0.48359502183955616
1072,ආඩම්බර,0.48164293702852995
6652,පතනවා,0.4792743721432437
6548,නොවීම,0.4790687909171841
3049,කාර්,0.4789216457777396
6077,නායකයෙක්,0.47843693740676335
11836,සහයෝගය,0.47581708380460386
11601,සන්තෝසයි,0.47564654847171683
2782,කරා,0.47555459976043646
6394,නුවණක්කාරව,0.4754930040883575
5460,දීලා,0.4744886934547044
1372,ඇඳුමෙන්,0.4743066551741132
10576,වහන්සේ,0.4738694939461689
12766,හැමෝම,0.4731740555298489
4600,තනියම,0.4729477859970045
3135,කැමතිවෙයි,0.471576347591771
12727,හැදුවේ,0.4707625790470611
6253,නිමැවුමක්,0.4696235353135152
1512,ඉටුවේවා,0.46927270050222225
7969,බයවෙන්න,0.46876228853940066
9392,මොනදේටත්,0.46849091814781174
9997,ලංකාදීප,0.468361620716616
11,1-2,0.4670352612181417
1701,ඉව්වේ,0.4670352612181417
4786,තෑග්ගක්,0.46695977636368663
11089,විශ්වාසයි,0.46678285272228154
5303,දැනෙන්නේ,0.4657564028592216
1187,ආරක්ෂා,0.4650467688816248
4969,තොට,0.4643290290991808
10870,විග්නේෂ්වරන්,0.4643290290991808
10871,විග්නේෂ්වරන්ට,0.4643290290991808
11809,සසුන,0.4637821489237539
8858,මාගේ,0.46202013078841897
3321,කිසිවක්,0.4602961832312752
7476,පිරිසක්,0.46022565889155376
11192,වුනොත්,0.46022386734029863
2406,ඔහු,0.4600496947100615
5276,දැනගෙන,0.45902978539747374
10116,ලාංකිකයකු,0.45884575943930156
8280,බිහිවේවා,0.45750550198610407
12309,සුබපැතුම්,0.45717612614247155
5629,දෙනාට,0.45344972523724664
3693,ගත්තේ,0.4522437217787474
3096,කාලෙට,0.4516129082121552
4347,ජනාධිපතිතුමනි,0.44973886204589597
556,අපි,0.4464386468568747
4142,ගොඩාක්,0.4450455608466832
12063,සිංහලයෙක්,0.4448599370704149
7402,පින,0.4445994618342521
8705,මරු,0.4445403298625751
12132,සිද්ධ,0.4437129344152098
2477,කටම,0.4436474674566441
3857,ගාලු,0.4431034637376528
2292,ඔක්කොමල,0.4421369867417059
2088,එදත්,0.4415579088533956
2954,ක්‍රිකට්,0.43819489788115595
5186,දළදා,0.43818116479891567
11160,වීරයා,0.4368546415992573
8308,බුද්ධීමත්,0.43666562303330353
12643,හාම්පුතා,0.43520962280734443
5018,දකින්න,0.4351135200743924
4861,තියෙනවා,0.43394281390314904
8851,මා,0.4338890254098482
13136,ළමයිනේ,0.43297522112119996
11526,සත්තුන්ට,0.4328115516634425
3245,කියවන්න,0.43263037291593276
2890,කවුරුත්,0.43232252993524006
12107,සිත්,0.43222639163519516
12200,සියළු,0.4315909422563428
10171,ලැබෙන්නෙම,0.42660011938010456
6073,නායකයා,0.42595705736592404
9121,මිල,0.4257715362394696
11838,සහයෝගයෙන්,0.4249836427101918
1838,උදාවෙන්නේ,0.42157428457900337
12556,හම්බ,0.41950110468221713
4947,තෙල්,0.41938805602714135
2995,කාගේ,0.41794394975101395
6814,පරිසරයක්,0.4166657440163374
8539,මඟීන්,0.4166008393994504
1055,ආගමක්ම,0.4162550034096276
4414,ජාතියක්ම,0.4162550034096276
12076,සිටිනකල්,0.4162550034096276
4571,තට්ටු,0.4161666391456889
1066,ආචාර,0.4160577964876807
270,අති,0.41552299486030786
979,අහන්නත්,0.41487683185274743
10011,ලංකාවෙ,0.4143460501389782
10777,වැනි,0.41429670891680337
6891,පවුලේ,0.41197223508874076
8840,මහිමය,0.4110271150974838
12444,සොයාගැනීම්,0.4108377222982246
286,අතීතයේ,0.4106902030860828
2593,කදුළු,0.4106313955241255
8591,මතු,0.4078982817390065
8321,බුදුසරණයි,0.4051399612047829
12895,හිනායන,0.4050413015905476
12519,හදවතින්ම,0.40499456668702394
9807,රස,0.40489458959831626
1122,ආදර්ශයට,0.404621511573854
11380,ශ්‍රේෂ්ඨ,0.4036636802213404
11980,සැපට,0.4031684078449723
9248,මෙපමණයි,0.4025243362074223
9789,රතු,0.4019884834113795
10195,ලිපිය,0.4019185651468409
9790,රථ,0.40102850052882166
10578,වහන්සේට,0.4009900617841694
4379,ජයාගේ,0.3999256222789926
11672,සමහරුන්ට,0.3998526132194891
804,අලින්,0.3989753845581146
6016,නවත්වන්ඩ,0.3989753845581146
7986,බල,0.3985857636216642
402,අනාගතය,0.39451268458494526
8386,බේරුනා,0.39361331058398974
1682,ඉවත්වෙනවා,0.39331835794415154
4945,තෙරුවන්,0.3928984334278838
4915,තුමනි,0.3918073130302788
299,අදයි,0.39176978406718566
1342,ඇතුළේදී,0.3917069424411322
2494,කට්ටියගෙන්,0.3917069424411322
10411,වන,0.39101111349827444
281,අතිවිශිෂ්ටයි,0.39059944929073964
6261,නියමයිනේ,0.39059944929073964
1919,උපහාරය,0.38976774283787446
1285,ඇත්තෙන්ම,0.3897643445711662
9792,රන්,0.38972678296370095
13174,‍වියයුතුයි,0.38933663274682145
11213,වෙත්වා,0.389302359548385
7363,පිටබැද්දර,0.3885674411168613
8876,මාධ්‍යය,0.3881325028956549
10237,ලෙඩා,0.3878218982153312
1123,ආදර්ශවත්,0.3873569272241022
758,අරමුණ,0.38602016845791276
8906,මාර්ග,0.38563893825079315
8769,මහත්තයට,0.38482616372629125
8373,බේරා,0.3824946277294537
6000,නව,0.3805258981745559
2011,එකතුවෙලා,0.3804255962848339
9467,යට,0.3802604683927687
2823,කලබල,0.3802316494492709
9547,යහපත්ව,0.37952187740974275
12194,සියලු,0.3794090480670071
3299,කිව්වත්,0.3765052317558628
12841,හිතන්න,0.375455908586793
8756,මහජනතාව,0.37545014377393315
8801,මහතාට,0.37432937498991753
1126,ආදරෙයි,0.3739147701798464
7008,ප්‍රණාමය,0.3726960134279474
3726,ගනීවි,0.3721998456800233
5261,දැක්වීමක්,0.371883540387068
9007,මෑණියන්ට,0.371883540387068
3689,ගත්තා,0.37153131842192205
7279,පැතුම,0.3714499629830217
1173,ආයුෂ,0.3713812563027507
1560,ඉදිරියටත්,0.3694382937452888
11637,සමගයි,0.3688822765395542
10757,වැඩේ,0.36791241022859406
12811,හිටපු,0.36488593830081284
5301,දැනෙනවා,0.36396904002525465
8533,මගේ,0.36396531655588654
1493,ඉක්මනින්,0.3637566097976774
12282,සුදුස්සාට,0.36300866271502497
7406,පිනක්ද?,0.3625746414433052
12753,හැමදාමත්,0.36003559015611586
2739,කරන්නනේ,0.35877768250616554
12558,හම්බකරනවා,0.35877768250616554
12801,හිගාකන්නේ,0.35877768250616554
12969,හූල්ලන්න,0.35877768250616554
4427,ජාවාරම,0.35837496915983524
6178,නැවැත්විය,0.35837496915983524
7074,ප්‍රර්ථනා,0.3583481280172924
2262,ඒකෙන්,0.3581207139139411
2571,කතාවට,0.35733464594174447
7742,පෙන්වා,0.3572840285679987
3001,කාටවත්,0.35698660817874467
7859,පොලිස්පතිතුමා,0.3568523432584256
11843,සහිතව,0.35629445314132246
11674,සම්පතක්,0.3561706956482238
8949,මැණික,0.3555680998295775
10152,ලැබුණා,0.3552075255638032
8016,බලපෑම්,0.3551538800356482
5708,දෙයින්,0.3549588062673281
4675,තරුණයෙක්,0.35446647756467575
8986,මැරුණත්,0.3538568414046579
3179,කිඋවත්,0.35367109413246
1111,ආදරය,0.35334023360418243
5307,දැම්මට,0.3530883028348725
3842,ගානක්,0.3522454960903803
3222,කියමන,0.3521816957247621
7606,පුදකරමු,0.3513778338739737
8310,බුදු,0.35069981304322395
5689,දෙයක්,0.35066730958971776
862,අවශ්‍යම,0.3504168735708327
2159,එල,0.3498496702241956
1137,ආදී,0.3494869428459395
5494,දුන්නත්,0.3493598914949313
13155,ෆොන්සේකා,0.34893284896766974
5009,දක්ෂයිනේ,0.3488841219650182
1079,ආඩම්බරේ,0.34818879801601743
14,100%,0.34794238117704024
5999,නලින්,0.34769923356528715
5974,නමින්,0.3475577063538846
422,අනිත්,0.3471044882136413
8421,බොහෝ,0.34688338035098476
4837,තියන,0.3467166176084223
4108,ගේ,0.3466519717015029
3515,කොටසයි,0.3456856788850856
3516,කොටස්,0.3456856788850856
2569,කතාවක්,0.34547311021049115
1753,උගත්,0.3445312379922765
9402,මොනවා,0.3443626479324607
12855,හිතහොද,0.3430908728501278
2691,කරගන්න,0.34307880847276034
4042,ගෙඩිය,0.34281170876090855
8904,මාරයි,0.34281170876090855
13109,ළඟ,0.34157611027510365
8800,මහතාගේ,0.34148090993530833
7260,පැටවුන්,0.3412128730735739
8907,මාර්ගය,0.34059435957302864
1818,උදව්වක්,0.340250572604807
9945,රුහුණේ,0.3398958880565591
4528,ටිකිරි,0.3392878595747855
4378,ජයා,0.3388247874951547
12579,හමුදුරුවෝ,0.3383571648781486
3612,කොහොමහරි,0.3377742873032043
2335,ඔබලා,0.3376124120535128
11214,වෙද,0.33591248520665773
13029,හොදට,0.3356307117394948
12616,හරියටම,0.3352597270085375
11341,වේවි,0.334565816215317
2374,ඔයින්,0.33423229804682697
185,අගයන්න,0.3340646356001032
4995,දක්වන්නයි,0.33360250819149184
11275,වෙමු,0.333152971728973
7444,පියාඹන,0.3329989642458888
2527,කඩාපැන්නෙ,0.3327994949306788
8207,බැලුවා,0.3327994949306788
5733,දෙවියන්ගේම,0.3327388623182706
10358,වටා,0.3327220703155278
7450,පිරි,0.33226098869233056
4211,චමත්කාරයි,0.33130663617623773
1171,ආයුබෝවේවා,0.33124767790762816
12295,සුන්දරත්වය,0.3312307445758999
6527,නොමැති,0.33115552912859747
10387,වත්මන්,0.3310986999552138
10251,ලේන්ස්,0.3309509739411902
11874,ස්තූතිවන්ත,0.33066481975157724
5730,දෙවියන්,0.329844699899659
2588,කථාවක්,0.32908036259427925
5395,දියුණුවෙලා,0.32908036259427925
12796,හිගන්නොත්,0.32908036259427925
13005,හොද,0.32908036259427925
4483,ජෙනරල්,0.32900259994057396
4840,තියනවා,0.3288458343928649
2145,එයාලට,0.3283308288409214
1143,ආන්ටි,0.3276268180214734
9865,රැකවරණයි,0.32605879843029845
11901,ස්වාමින්,0.3247709600407389
7860,පොලිස්පතිතුමාට,0.32473900687501034
2179,එලියට,0.32451531693330765
1124,ආදර්සවත්,0.32451002107763693
4802,තිබිලා,0.32444070400419783
6293,නිරෝගී,0.32437741614361076
7569,පුංචි,0.32396619767770257
2351,ඔබේ,0.3239426271502849
9810,රසයි,0.32389504859381435
1846,උදැල්ල,0.3236683155700407
9202,මුවහත්,0.3236683155700407
2480,කටයුත්තක්,0.3233675733517648
870,අවස්ථා,0.3224242411060183
1941,උරුමයකි,0.3224197434952263
577,අපුරුව,0.3222943848417171
12202,සියැසින්,0.32202827721979116
8048,බල්ලෙක්,0.32122222686316765
10709,වැඩක්,0.32116130279717225
6166,නැවත,0.3210399850807247
3309,කිවුවත්,0.3208193984970517
2711,කරදරයක්,0.3207496497681883
9235,මෙතුමා,0.3201415993632289
9794,රන්ඳයි,0.3197136521537785
10285,ලෝකයේම,0.3197136521537785
5014,දකින,0.31920947924004983
539,අප්පා,0.3189678323568046
11539,සතා,0.3181737282762427
2796,කරුණාවයි,0.31801608895476347
8061,බලාපොරොත්තු,0.31793429557410124
11640,සමඟ,0.31790467206505996
10646,වාසනා,0.3177867622763791
11634,සමග,0.31771601003752437
12896,හිනායනවා,0.3171940824256158
11087,විශ්වාසය,0.317168760957284
4765,තැනම,0.3170800895162119
2935,කළේ,0.3164621037487219
8647,මනුස්සකම,0.3164171447308074
13152,ෆේස්,0.31635458806237987
10182,ලැබේවි,0.3160293637110839
6774,පරපුරට,0.31552322921868725
2846,කලාප,0.31536880829247144
5401,දිරවන්නේ,0.3148466369574646
6494,නොදැක,0.3146494356892928
5349,දිගු,0.3146180116858275
13137,ළමයෙක්,0.31456800842110244
5005,දක්ෂම,0.3145282611864539
10323,වගකීමෙන්,0.3145282611864539
7152,පාඩු,0.3141278692974354
4124,ගොඩක්ම,0.31365988513588594
13149,ෆිල්ම්,0.31322988681849984
4318,ජනතාවටත්,0.3127938772583762
9677,යොමුවේවා,0.3127938772583762
10311,වගකිවයුත්තන්ගේ,0.3127938772583762
13103,හෝර්ටන්,0.31273526193541207
3168,කෑමක්,0.3125317691467581
4886,තීරණය,0.3125220454442482
4856,තියෙනකතාව,0.3119879508418932
5757,දෙසියයක්ම,0.3119879508418932
298,අදත්,0.3117436167442126
2414,ඔහොම,0.31124142898246504
2089,එදා,0.3110584735340958
7127,ප්‍රීතිමත්,0.3106990071163842
2749,කරනු,0.3104239105032052
9905,රිච්මන්ඩ්වරයකු,0.30921566791806915
8456,බෞද්ධයෙක්,0.30801189668962003
1816,උදව්,0.3077986516821185
2343,ඔබවහන්සේ,0.3073962471948594
1552,ඉදිරි,0.30700492236026783
12903,හිමි,0.3069079767216839
8774,මහත්තයාගේ,0.3068214082820042
9740,රටට,0.3055503038844737
4297,ජ,0.3050752371449124
8693,මර්දනයට,0.3050591612041265
9672,යොදාගන්න,0.3050591612041265
10713,වැඩකාරයෝ,0.3050591612041265
77,5,0.30446376608170356
2651,කපේදී,0.3044594660249435
9895,රැළ,0.3044594660249435
8750,මහ,0.30439186473547414
11125,විස්මිත,0.30408375595500975
2643,කපු,0.30351687789498455
12957,හුරුබුහුටි,0.3033689344132553
5926,නඟාගත්,0.302655564642373
10148,ලැබීම,0.3012162225952884
7500,පිලිගනිමි,0.3011184323150754
1030,අැති,0.3009495966393165
3191,කියක්,0.30085250338946434
3087,කාලිං,0.3006450455804347
6808,පරිවර්තනය,0.3006450455804347
10658,වාසින්,0.3006450455804347
6167,නැවතත්,0.30045974940291836
2197,එස්එෆ්,0.3002141682891917
7350,පිංසිද්ධ,0.3002141682891917
362,අනතුරකින්,0.2994700875748082
12509,හදපු,0.29868288783297475
9526,යලි,0.29865723031456587
5533,දුරටත්,0.29839680438791527
1132,ආදායමක්,0.298319659676421
6591,පංකාදුයි,0.29808192779748016
10125,ලාංකිකයෝ,0.29803303385248914
12293,සුනඛයෙක්,0.297995650094733
12543,හඳුණන,0.297995650094733
13075,හොරකම්,0.29797424723881427
7388,පිටු,0.29778341046044
12787,හිංසනය,0.29778341046044
3785,ගල්ගුහාවේ,0.29723228706674987
8006,බලන්නකෝ,0.29700351565236804
8803,මහතාණෙනි,0.2969700976227538
5617,දෙන්නා,0.296775259410586
4456,ජීවත්වෙන්න,0.29669816887204264
11247,වෙන්,0.29614394597450555
8328,බුරුලක්,0.29596279228577554
6249,නිමල්,0.2958469106025996
10678,වැජඹේවා,0.29505142781335647
8567,මතක,0.29498285150601133
12494,හතේ,0.29491803599523153
10912,විදානගේ,0.29472664254427705
5542,දුවගේ,0.2946933490940905
6315,නිලූ,0.29468121568250033
6568,නොසැළේ,0.2942583771015083
6330,නිවැරදියි,0.2937131927406662
5419,දිවිනැගුනා,0.2934657985433547
12687,හැකිවේවා,0.292138807070912
518,අපරාධකරුවන්ට,0.2920525589335425
41,20,0.2919702401129417
8726,මව,0.2919225047035208
2952,ක්‍රමේ,0.2916204781001952
3512,කොටස,0.2914594616090327
3267,කියුව,0.2907256040445867
8741,මවිත,0.2907256040445867
9974,රොෂාන්,0.2907256040445867
10292,ලෝකෙම,0.2907256040445867
4247,චිරං,0.2901831791425717
5520,දුම්රියපොළට,0.2901397485382296
5258,දැක්ම,0.29012054427246864
4214,චමින්ද,0.2899979861812486
2432,ඕන,0.2896958796603237
1824,උදවු,0.2893974269903902
4290,ඡයාගේ,0.28934948391713855
2610,කන්දේ,0.289261203164684
3384,කුර්බාන්,0.2889498168770627
9158,මුදලාලි,0.28888855675509395
5166,දසුනක්,0.28885652485736457
267,අත්වේවා,0.2887910163783411
9708,රජතුමනි,0.2887275758617137
5337,දෑවැද්ද,0.2884360808862468
5979,නයට,0.2884360808862468
10661,වාසියි,0.2884360808862468
2839,කලා,0.2882086992792267
8673,මයි,0.28810624017509334
8694,මර්වින්,0.28805269799909944
5327,දැල්වෙන,0.2876313781811911
11406,ශිරා,0.2876313781811911
9461,යක්කු,0.2872377167231276
6534,නොරැවටී,0.2872085001944615
8295,බුද්දීමත්ව,0.2872085001944615
8948,මැඩියෝ,0.2872085001944615
12116,සිතිය,0.2872085001944615
1489,ඉක්මණින්,0.2869743826846743
4319,ජනතාවත්,0.28682889888091745
5035,දකුණේ,0.28681892642033924
7216,පාලන,0.28679226130335994
9422,මොහුගේ,0.2866062269582609
11161,වීරයෙක්,0.2865023174980875
11564,සතුන්,0.2861057464306635
7602,පුතේ,0.28607782696230705
7597,පුතුන්,0.2858786023319552
4249,චිරන්,0.28579737340618927
6284,නිර්මාණයක්,0.2857837371037212
11587,සදා,0.2852779260946367
10647,වාසනාව,0.2849267653721303
7856,පොලිස්,0.2847706840720885
4898,තුති,0.28458415529375425
12470,සෞදියේ,0.2835939278984948
10318,වගකීමක්,0.2835902235913402
2462,ඕස්ට්‍රේලියාවෙ,0.2835367543031295
1116,ආදරයනම්,0.283502382541946
12780,හැසිරෙන්න,0.283502382541946
5973,නමි,0.28302626207753306
2245,ඒක,0.28235675703298957
8649,මනුස්සකමේ,0.28232216315318487
12072,සිට,0.28207415145108766
3133,කැමතිම,0.28195574351239405
1469,ඇහැට,0.2818820014729836
1776,උඩින්,0.2816101619906935
2840,කලාකරුවන්,0.28112259992843214
7329,පැහැදිලි,0.28104680412694816
8860,මාටින්,0.2809967367703004
825,අවංකවම,0.2807165122015618
3878,ගැන,0.2806422090550245
6867,පවතීවා,0.28034075086257315
11667,සමහරක්,0.2793316381410867
11872,ස්තූතිය,0.27878270865017374
7675,පුරෝගාමීන්,0.278709659354864
9862,රැකගැනීමේ,0.278709659354864
11010,වියයුත්තේ,0.278709659354864
11507,සජිත්,0.27865185660996733
11158,වීර,0.278119493198001
7616,පුද්ගලයින්,0.278083796097518
3328,කිහිපදෙනා,0.2777371959479901
5000,දක්වලා,0.2777371959479901
5656,දෙපැත්තටම,0.2777371959479901
5877,ධනාත්මක,0.2777371959479901
6933,පහසුයි,0.2777371959479901
11960,සාර්ථකයි,0.2777371959479901
12604,හරස්,0.2777371959479901
12880,හිතෙන්නෙත්,0.2777371959479901
4304,ජනකායක්,0.27767876218839893
8842,මහේල,0.277371753638662
5389,දියුණු,0.27726808048460044
11945,සාමය,0.27714539987441367
9539,යවාවි,0.27687117742163414
1916,උපසකල,0.27627107660001815
5693,දෙයක්ද?,0.276081591202116
5451,දීර්ගායුෂ,0.2758991407663273
13078,හොරා,0.275709800213268
1001,අහිංසකයා,0.2753956274941202
10293,ලෝකේ,0.275106179601634
8214,බැස්ස,0.2751032867888607
5004,දක්ෂතා,0.27500030539349235
4372,ජයවේවා,0.27488210020171444
10496,වර්තමානයට,0.2747075196889217
8290,බුක්,0.27449497521018557
2908,කළගුණ,0.273995490071053
8711,මරේ,0.2737036701411337
10440,වනු,0.2732301677692036
9414,මොලේ,0.27295674026154093
195,අජන්ත,0.27290140915460476
3402,කුසලාන,0.27290140915460476
5370,දිනා,0.27290140915460476
5410,දිල්ශාන්,0.27290140915460476
8924,මාලිංග,0.27290140915460476
10951,වින්ද,0.27290140915460476
11440,සංගා,0.27290140915460476
7912,බඩ,0.27236242840029246
5903,නංගිලට,0.2720910477196342
6744,පබා,0.2720910477196342
1117,ආදර්ශමත්,0.27175265285199146
2996,කාගේත්,0.2714698176569939
5448,දීමේදී,0.2714078092417586
6339,නිශාර්ඩ්,0.2714078092417586
7797,පෙළක්,0.27140623763823385
10166,ලැබෙනවද,0.27112192636922655
10198,ලිපියකි,0.2710754758231672
2075,එතරම්,0.27074277223717114
8905,මාරයිනේ,0.2707173994034685
379,අන්තර්ජාලයට,0.2699176190834137
7433,පිම්ම,0.26987333289220505
5133,දරුවෙක්,0.26986015006838987
611,අභිමානය,0.2696919598920353
405,අනාගතයට,0.2696195932059029
10397,වද,0.269552257556746
5064,දන්න,0.2692841288796999
9468,යටත්,0.2691881573959724
1332,ඇතුල්,0.2689315378146447
